0.9429, 1.0000, 0.9118, 0.9118, 0.9412, 0.9118, 0.8235, 0.8824, 0.8529, 0.8529
0.8857, 0.9143, 0.9118, 0.8824, 0.9706, 0.8529, 0.9118, 0.9412, 0.9118, 0.9118
0.9714, 0.8857, 0.8529, 0.9412, 0.9118, 0.8529, 0.8824, 0.8235, 0.8235, 0.9118
0.9143, 0.8571, 0.8529, 0.9412, 0.8529, 0.8529, 0.9118, 0.8824, 0.8824, 0.9412
0.9714, 0.8857, 0.8824, 0.8529, 0.8235, 0.8529, 0.8235, 0.8529, 0.8235, 0.9118
